"STATISTIC","Statistic Label","TLIST(M1)","Month","C03113V05042","Driving Test Centre","UNIT","VALUE"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","-","All driving test centres","Weeks","15.9"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","100","Athlone, Co. Westmeath","Weeks","10"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","101","Ballina, Co. Mayo","Weeks","26"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","102","Birr, Co. Offaly","Weeks","13"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","103","Birr (County Arms Hotel), Co. Offaly","Weeks","9"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","104","Buncrana, Co. Donegal","Weeks","13"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","105","Carlow, Co. Carlow","Weeks",""
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","106","Carlow Talbot Hotel, Co. Carlow","Weeks","15"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","107","Carrick On Shannon, Co. Leitrim","Weeks","20"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","108","Castlebar, Co. Mayo","Weeks","12"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","109","Cavan, Co. Cavan","Weeks","20"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","110","Charlestown (Dublin), Co. Dublin","Weeks","15"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","111","Clifden, Co. Galway","Weeks","20"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","112","Clonmel, Co. Tipperary","Weeks","11"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","113","Cork (Ballincollig), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Weeks","13"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","115","Cork (Wilton), Co. Cork","Weeks","9"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","116","Donegal, Co. Donegal","Weeks","27"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","117","Drogheda, Co. Louth","Weeks","29"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","118","Dun Laoghaire / Deansgrange, Co. Dublin","Weeks","16"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","119","Dundalk, Co. Louth","Weeks","18"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","120","Dungarvan, Co. Waterford","Weeks","16"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","121","Ennis, Co. Clare","Weeks","11"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","122","Finglas, Co. Dublin","Weeks","10"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","123","Galway (Carnmore), Co. Galway","Weeks","22"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","124","Galway (Westside), Co. Galway","Weeks","17"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","125","Gorey, Co. Wexford","Weeks","10"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","126","Kilkenny (Govt Buildings), Co. Kilkenny","Weeks","10"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Weeks","10"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","128","Killarney, Co. Kerry","Weeks","29"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","129","Killester, Co. Dublin","Weeks","14"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","130","Kilrush, Co. Clare","Weeks","17"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","131","Letterkenny, Co. Donegal","Weeks","22"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","132","Limerick - Castlemungret, Co. Limerick","Weeks","10"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","133","Limerick - Woodview, Co. Limerick","Weeks","9"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","134","Limerick (Roxboro), Co. Limerick","Weeks",""
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","135","Longford, Co. Longford","Weeks","28"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","136","Loughrea, Co. Galway","Weeks","12"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Weeks","11"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","138","Mallow, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","139","Mallow (Cork Racecourse Mallow), Co. Cork","Weeks","9"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","140","Monaghan, Co. Monaghan","Weeks","11"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","141","Mulhuddart, Co. Dublin","Weeks","27"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","142","Mulhuddart (Carlton Hotel), Co. Dublin","Weeks","25"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","143","Mulhuddart Maple House, Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","144","Mullingar, Co. Westmeath","Weeks","11"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","145","Naas, Co. Kildare","Weeks","20"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","146","Navan, Co. Meath","Weeks","10"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","147","Nenagh, Co. Tipperary","Weeks","11"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","148","Newcastle West, Co. Limerick","Weeks","9"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Weeks","11"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","150","Portlaoise, Co. Laois","Weeks","14"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","151","Raheny, Co. Dublin","Weeks","21"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","152","Roscommon, Co. Roscommon","Weeks","10"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","153","Shannon, Co. Clare","Weeks","18"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","154","Skibbereen, Co. Cork","Weeks","9"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","155","Sligo, Co. Sligo","Weeks","26"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","156","Tallaght, Co. Dublin","Weeks","27"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","157","Thurles, Co. Tipperary","Weeks","10"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","158","Tipperary, Co. Tipperary","Weeks","13"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","159","Tralee, Co. Kerry","Weeks","10"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","160","Tralee (HGV's), Co. Kerry","Weeks",""
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","161","Tuam, Co. Galway","Weeks","18"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","162","Tullamore, Co. Offaly","Weeks","30"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","163","Waterford, Co. Waterford","Weeks","13"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","164","Wexford, Co. Wexford","Weeks","11"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","165","Wicklow, Co. Wicklow","Weeks","24"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202109","2021 September","166","Portlaoise (Maldron Hotel), Co. Laois","Weeks",""
"ROA36C01","Estimated Time to Car Test Invite at Month End","202110","2021 October","-","All driving test centres","Weeks","10"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202110","2021 October","100","Athlone, Co. Westmeath","Weeks","5"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202110","2021 October","101","Ballina, Co. Mayo","Weeks","10"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202110","2021 October","102","Birr, Co. Offaly","Weeks","8"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202110","2021 October","103","Birr (County Arms Hotel), Co. Offaly","Weeks","9"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202110","2021 October","104","Buncrana, Co. Donegal","Weeks","12"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202110","2021 October","105","Carlow, Co. Carlow","Weeks",""
"ROA36C01","Estimated Time to Car Test Invite at Month End","202110","2021 October","106","Carlow Talbot Hotel, Co. Carlow","Weeks","9"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202110","2021 October","107","Carrick On Shannon, Co. Leitrim","Weeks","10"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202110","2021 October","108","Castlebar, Co. Mayo","Weeks","12"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202110","2021 October","109","Cavan, Co. Cavan","Weeks","11"
"ROA36C01","Estimated Time to Car Test Invite at Month End","202110","2021 October","110","Charlestown (Dublin), Co. Dublin","Weeks","3"
