"STATISTIC","Statistic Label","TLIST(M1)","Month","C03113V05042","Driving Test Centre","UNIT","VALUE"
"ROA38C01","Driving Tester Distribution","202301","2023 January","129","Killester, Co. Dublin","Number","1"
"ROA38C01","Driving Tester Distribution","202301","2023 January","130","Kilrush, Co. Clare","Number","0"
"ROA38C01","Driving Tester Distribution","202301","2023 January","131","Letterkenny, Co. Donegal","Number","3"
"ROA38C01","Driving Tester Distribution","202301","2023 January","132","Limerick - Castlemungret, Co. Limerick","Number","4"
"ROA38C01","Driving Tester Distribution","202301","2023 January","133","Limerick - Woodview, Co. Limerick","Number","0"
"ROA38C01","Driving Tester Distribution","202301","2023 January","134","Limerick (Roxboro), Co. Limerick","Number","0"
"ROA38C01","Driving Tester Distribution","202301","2023 January","135","Longford, Co. Longford","Number","1"
"ROA38C01","Driving Tester Distribution","202301","2023 January","136","Loughrea, Co. Galway","Number","2"
"ROA38C01","Driving Tester Distribution","202301","2023 January","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Number","0"
"ROA38C01","Driving Tester Distribution","202301","2023 January","138","Mallow, Co. Cork","Number","0"
"ROA38C01","Driving Tester Distribution","202301","2023 January","139","Mallow (Cork Racecourse Mallow), Co. Cork","Number","2"
"ROA38C01","Driving Tester Distribution","202301","2023 January","140","Monaghan, Co. Monaghan","Number","2"
"ROA38C01","Driving Tester Distribution","202301","2023 January","141","Mulhuddart, Co. Dublin","Number","3"
"ROA38C01","Driving Tester Distribution","202301","2023 January","142","Mulhuddart (Carlton Hotel), Co. Dublin","Number","0"
"ROA38C01","Driving Tester Distribution","202301","2023 January","143","Mulhuddart Maple House, Co. Dublin","Number","0"
"ROA38C01","Driving Tester Distribution","202301","2023 January","144","Mullingar, Co. Westmeath","Number","3"
"ROA38C01","Driving Tester Distribution","202301","2023 January","145","Naas, Co. Kildare","Number","7"
"ROA38C01","Driving Tester Distribution","202301","2023 January","146","Navan, Co. Meath","Number","6"
"ROA38C01","Driving Tester Distribution","202301","2023 January","147","Nenagh, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202301","2023 January","148","Newcastle West, Co. Limerick","Number","1"
"ROA38C01","Driving Tester Distribution","202301","2023 January","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Number","0"
"ROA38C01","Driving Tester Distribution","202301","2023 January","150","Portlaoise, Co. Laois","Number","3"
"ROA38C01","Driving Tester Distribution","202301","2023 January","151","Raheny, Co. Dublin","Number","5"
"ROA38C01","Driving Tester Distribution","202301","2023 January","152","Roscommon, Co. Roscommon","Number","2"
"ROA38C01","Driving Tester Distribution","202301","2023 January","153","Shannon, Co. Clare","Number","1"
"ROA38C01","Driving Tester Distribution","202301","2023 January","154","Skibbereen, Co. Cork","Number","1"
"ROA38C01","Driving Tester Distribution","202301","2023 January","155","Sligo, Co. Sligo","Number","3"
"ROA38C01","Driving Tester Distribution","202301","2023 January","156","Tallaght, Co. Dublin","Number","11"
"ROA38C01","Driving Tester Distribution","202301","2023 January","157","Thurles, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202301","2023 January","158","Tipperary, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202301","2023 January","159","Tralee, Co. Kerry","Number","3"
"ROA38C01","Driving Tester Distribution","202301","2023 January","160","Tralee (HGV's), Co. Kerry","Number","0"
"ROA38C01","Driving Tester Distribution","202301","2023 January","161","Tuam, Co. Galway","Number","2"
"ROA38C01","Driving Tester Distribution","202301","2023 January","162","Tullamore, Co. Offaly","Number","2"
"ROA38C01","Driving Tester Distribution","202301","2023 January","163","Waterford, Co. Waterford","Number","5"
"ROA38C01","Driving Tester Distribution","202301","2023 January","164","Wexford, Co. Wexford","Number","2"
"ROA38C01","Driving Tester Distribution","202301","2023 January","165","Wicklow, Co. Wicklow","Number","2"
"ROA38C01","Driving Tester Distribution","202301","2023 January","166","Portlaoise (Maldron Hotel), Co. Laois","Number",""
"ROA38C01","Driving Tester Distribution","202302","2023 February","-","All driving test centres","Number","145"
"ROA38C01","Driving Tester Distribution","202302","2023 February","100","Athlone, Co. Westmeath","Number","4"
"ROA38C01","Driving Tester Distribution","202302","2023 February","101","Ballina, Co. Mayo","Number","1"
"ROA38C01","Driving Tester Distribution","202302","2023 February","102","Birr, Co. Offaly","Number","1"
"ROA38C01","Driving Tester Distribution","202302","2023 February","103","Birr (County Arms Hotel), Co. Offaly","Number","0"
"ROA38C01","Driving Tester Distribution","202302","2023 February","104","Buncrana, Co. Donegal","Number","1"
"ROA38C01","Driving Tester Distribution","202302","2023 February","105","Carlow, Co. Carlow","Number","0"
"ROA38C01","Driving Tester Distribution","202302","2023 February","106","Carlow Talbot Hotel, Co. Carlow","Number","3"
"ROA38C01","Driving Tester Distribution","202302","2023 February","107","Carrick On Shannon, Co. Leitrim","Number","0"
"ROA38C01","Driving Tester Distribution","202302","2023 February","108","Castlebar, Co. Mayo","Number","3"
"ROA38C01","Driving Tester Distribution","202302","2023 February","109","Cavan, Co. Cavan","Number","2"
"ROA38C01","Driving Tester Distribution","202302","2023 February","110","Charlestown (Dublin), Co. Dublin","Number","1"
"ROA38C01","Driving Tester Distribution","202302","2023 February","111","Clifden, Co. Galway","Number","0"
"ROA38C01","Driving Tester Distribution","202302","2023 February","112","Clonmel, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202302","2023 February","113","Cork (Ballincollig), Co. Cork","Number","0"
"ROA38C01","Driving Tester Distribution","202302","2023 February","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Number","2"
"ROA38C01","Driving Tester Distribution","202302","2023 February","115","Cork (Wilton), Co. Cork","Number","10"
"ROA38C01","Driving Tester Distribution","202302","2023 February","116","Donegal, Co. Donegal","Number","1"
"ROA38C01","Driving Tester Distribution","202302","2023 February","117","Drogheda, Co. Louth","Number","0"
"ROA38C01","Driving Tester Distribution","202302","2023 February","118","Dun Laoghaire / Deansgrange, Co. Dublin","Number","5"
"ROA38C01","Driving Tester Distribution","202302","2023 February","119","Dundalk, Co. Louth","Number","5"
"ROA38C01","Driving Tester Distribution","202302","2023 February","120","Dungarvan, Co. Waterford","Number","1"
"ROA38C01","Driving Tester Distribution","202302","2023 February","121","Ennis, Co. Clare","Number","2"
"ROA38C01","Driving Tester Distribution","202302","2023 February","122","Finglas, Co. Dublin","Number","12"
"ROA38C01","Driving Tester Distribution","202302","2023 February","123","Galway (Carnmore), Co. Galway","Number","1"
"ROA38C01","Driving Tester Distribution","202302","2023 February","124","Galway (Westside), Co. Galway","Number","3"
"ROA38C01","Driving Tester Distribution","202302","2023 February","125","Gorey, Co. Wexford","Number","2"
"ROA38C01","Driving Tester Distribution","202302","2023 February","126","Kilkenny (Govt Buildings), Co. Kilkenny","Number","2"
"ROA38C01","Driving Tester Distribution","202302","2023 February","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Number","0"
"ROA38C01","Driving Tester Distribution","202302","2023 February","128","Killarney, Co. Kerry","Number","2"
"ROA38C01","Driving Tester Distribution","202302","2023 February","129","Killester, Co. Dublin","Number","1"
"ROA38C01","Driving Tester Distribution","202302","2023 February","130","Kilrush, Co. Clare","Number","0"
"ROA38C01","Driving Tester Distribution","202302","2023 February","131","Letterkenny, Co. Donegal","Number","3"
"ROA38C01","Driving Tester Distribution","202302","2023 February","132","Limerick - Castlemungret, Co. Limerick","Number","4"
"ROA38C01","Driving Tester Distribution","202302","2023 February","133","Limerick - Woodview, Co. Limerick","Number","0"
"ROA38C01","Driving Tester Distribution","202302","2023 February","134","Limerick (Roxboro), Co. Limerick","Number","0"
"ROA38C01","Driving Tester Distribution","202302","2023 February","135","Longford, Co. Longford","Number","1"
"ROA38C01","Driving Tester Distribution","202302","2023 February","136","Loughrea, Co. Galway","Number","2"
"ROA38C01","Driving Tester Distribution","202302","2023 February","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Number","0"
"ROA38C01","Driving Tester Distribution","202302","2023 February","138","Mallow, Co. Cork","Number","0"
"ROA38C01","Driving Tester Distribution","202302","2023 February","139","Mallow (Cork Racecourse Mallow), Co. Cork","Number","2"
"ROA38C01","Driving Tester Distribution","202302","2023 February","140","Monaghan, Co. Monaghan","Number","2"
"ROA38C01","Driving Tester Distribution","202302","2023 February","141","Mulhuddart, Co. Dublin","Number","3"
"ROA38C01","Driving Tester Distribution","202302","2023 February","142","Mulhuddart (Carlton Hotel), Co. Dublin","Number","0"
"ROA38C01","Driving Tester Distribution","202302","2023 February","143","Mulhuddart Maple House, Co. Dublin","Number","0"
"ROA38C01","Driving Tester Distribution","202302","2023 February","144","Mullingar, Co. Westmeath","Number","3"
"ROA38C01","Driving Tester Distribution","202302","2023 February","145","Naas, Co. Kildare","Number","7"
"ROA38C01","Driving Tester Distribution","202302","2023 February","146","Navan, Co. Meath","Number","6"
"ROA38C01","Driving Tester Distribution","202302","2023 February","147","Nenagh, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202302","2023 February","148","Newcastle West, Co. Limerick","Number","1"
"ROA38C01","Driving Tester Distribution","202302","2023 February","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Number","0"
"ROA38C01","Driving Tester Distribution","202302","2023 February","150","Portlaoise, Co. Laois","Number","3"
"ROA38C01","Driving Tester Distribution","202302","2023 February","151","Raheny, Co. Dublin","Number","5"
"ROA38C01","Driving Tester Distribution","202302","2023 February","152","Roscommon, Co. Roscommon","Number","2"
"ROA38C01","Driving Tester Distribution","202302","2023 February","153","Shannon, Co. Clare","Number","1"
"ROA38C01","Driving Tester Distribution","202302","2023 February","154","Skibbereen, Co. Cork","Number","1"
"ROA38C01","Driving Tester Distribution","202302","2023 February","155","Sligo, Co. Sligo","Number","3"
"ROA38C01","Driving Tester Distribution","202302","2023 February","156","Tallaght, Co. Dublin","Number","11"
"ROA38C01","Driving Tester Distribution","202302","2023 February","157","Thurles, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202302","2023 February","158","Tipperary, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202302","2023 February","159","Tralee, Co. Kerry","Number","3"
"ROA38C01","Driving Tester Distribution","202302","2023 February","160","Tralee (HGV's), Co. Kerry","Number","0"
"ROA38C01","Driving Tester Distribution","202302","2023 February","161","Tuam, Co. Galway","Number","2"
"ROA38C01","Driving Tester Distribution","202302","2023 February","162","Tullamore, Co. Offaly","Number","2"
"ROA38C01","Driving Tester Distribution","202302","2023 February","163","Waterford, Co. Waterford","Number","5"
"ROA38C01","Driving Tester Distribution","202302","2023 February","164","Wexford, Co. Wexford","Number","2"
"ROA38C01","Driving Tester Distribution","202302","2023 February","165","Wicklow, Co. Wicklow","Number","2"
"ROA38C01","Driving Tester Distribution","202302","2023 February","166","Portlaoise (Maldron Hotel), Co. Laois","Number",""
"ROA38C01","Driving Tester Distribution","202303","2023 March","-","All driving test centres","Number","145"
"ROA38C01","Driving Tester Distribution","202303","2023 March","100","Athlone, Co. Westmeath","Number","4"
"ROA38C01","Driving Tester Distribution","202303","2023 March","101","Ballina, Co. Mayo","Number","1"
"ROA38C01","Driving Tester Distribution","202303","2023 March","102","Birr, Co. Offaly","Number","1"
"ROA38C01","Driving Tester Distribution","202303","2023 March","103","Birr (County Arms Hotel), Co. Offaly","Number","0"
"ROA38C01","Driving Tester Distribution","202303","2023 March","104","Buncrana, Co. Donegal","Number","1"
"ROA38C01","Driving Tester Distribution","202303","2023 March","105","Carlow, Co. Carlow","Number","0"
"ROA38C01","Driving Tester Distribution","202303","2023 March","106","Carlow Talbot Hotel, Co. Carlow","Number","3"
"ROA38C01","Driving Tester Distribution","202303","2023 March","107","Carrick On Shannon, Co. Leitrim","Number","0"
"ROA38C01","Driving Tester Distribution","202303","2023 March","108","Castlebar, Co. Mayo","Number","3"
"ROA38C01","Driving Tester Distribution","202303","2023 March","109","Cavan, Co. Cavan","Number","2"
"ROA38C01","Driving Tester Distribution","202303","2023 March","110","Charlestown (Dublin), Co. Dublin","Number","1"
"ROA38C01","Driving Tester Distribution","202303","2023 March","111","Clifden, Co. Galway","Number","0"
"ROA38C01","Driving Tester Distribution","202303","2023 March","112","Clonmel, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202303","2023 March","113","Cork (Ballincollig), Co. Cork","Number","0"
"ROA38C01","Driving Tester Distribution","202303","2023 March","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Number","0"
"ROA38C01","Driving Tester Distribution","202303","2023 March","115","Cork (Wilton), Co. Cork","Number","11"
"ROA38C01","Driving Tester Distribution","202303","2023 March","116","Donegal, Co. Donegal","Number","1"
"ROA38C01","Driving Tester Distribution","202303","2023 March","117","Drogheda, Co. Louth","Number","0"
"ROA38C01","Driving Tester Distribution","202303","2023 March","118","Dun Laoghaire / Deansgrange, Co. Dublin","Number","5"
"ROA38C01","Driving Tester Distribution","202303","2023 March","119","Dundalk, Co. Louth","Number","6"
"ROA38C01","Driving Tester Distribution","202303","2023 March","120","Dungarvan, Co. Waterford","Number","1"
"ROA38C01","Driving Tester Distribution","202303","2023 March","121","Ennis, Co. Clare","Number","2"
"ROA38C01","Driving Tester Distribution","202303","2023 March","122","Finglas, Co. Dublin","Number","12"
"ROA38C01","Driving Tester Distribution","202303","2023 March","123","Galway (Carnmore), Co. Galway","Number","1"
"ROA38C01","Driving Tester Distribution","202303","2023 March","124","Galway (Westside), Co. Galway","Number","3"
"ROA38C01","Driving Tester Distribution","202303","2023 March","125","Gorey, Co. Wexford","Number","2"
"ROA38C01","Driving Tester Distribution","202303","2023 March","126","Kilkenny (Govt Buildings), Co. Kilkenny","Number","2"
"ROA38C01","Driving Tester Distribution","202303","2023 March","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Number","0"
"ROA38C01","Driving Tester Distribution","202303","2023 March","128","Killarney, Co. Kerry","Number","2"
"ROA38C01","Driving Tester Distribution","202303","2023 March","129","Killester, Co. Dublin","Number","1"
"ROA38C01","Driving Tester Distribution","202303","2023 March","130","Kilrush, Co. Clare","Number","0"
"ROA38C01","Driving Tester Distribution","202303","2023 March","131","Letterkenny, Co. Donegal","Number","3"
"ROA38C01","Driving Tester Distribution","202303","2023 March","132","Limerick - Castlemungret, Co. Limerick","Number","4"
"ROA38C01","Driving Tester Distribution","202303","2023 March","133","Limerick - Woodview, Co. Limerick","Number","0"
"ROA38C01","Driving Tester Distribution","202303","2023 March","134","Limerick (Roxboro), Co. Limerick","Number","0"
"ROA38C01","Driving Tester Distribution","202303","2023 March","135","Longford, Co. Longford","Number","1"
"ROA38C01","Driving Tester Distribution","202303","2023 March","136","Loughrea, Co. Galway","Number","2"
"ROA38C01","Driving Tester Distribution","202303","2023 March","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Number","0"
"ROA38C01","Driving Tester Distribution","202303","2023 March","138","Mallow, Co. Cork","Number","0"
"ROA38C01","Driving Tester Distribution","202303","2023 March","139","Mallow (Cork Racecourse Mallow), Co. Cork","Number","2"
"ROA38C01","Driving Tester Distribution","202303","2023 March","140","Monaghan, Co. Monaghan","Number","2"
"ROA38C01","Driving Tester Distribution","202303","2023 March","141","Mulhuddart, Co. Dublin","Number","3"
"ROA38C01","Driving Tester Distribution","202303","2023 March","142","Mulhuddart (Carlton Hotel), Co. Dublin","Number","0"
"ROA38C01","Driving Tester Distribution","202303","2023 March","143","Mulhuddart Maple House, Co. Dublin","Number","0"
"ROA38C01","Driving Tester Distribution","202303","2023 March","144","Mullingar, Co. Westmeath","Number","3"
"ROA38C01","Driving Tester Distribution","202303","2023 March","145","Naas, Co. Kildare","Number","7"
"ROA38C01","Driving Tester Distribution","202303","2023 March","146","Navan, Co. Meath","Number","6"
"ROA38C01","Driving Tester Distribution","202303","2023 March","147","Nenagh, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202303","2023 March","148","Newcastle West, Co. Limerick","Number","1"
"ROA38C01","Driving Tester Distribution","202303","2023 March","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Number","0"
"ROA38C01","Driving Tester Distribution","202303","2023 March","150","Portlaoise, Co. Laois","Number","3"
"ROA38C01","Driving Tester Distribution","202303","2023 March","151","Raheny, Co. Dublin","Number","5"
"ROA38C01","Driving Tester Distribution","202303","2023 March","152","Roscommon, Co. Roscommon","Number","2"
"ROA38C01","Driving Tester Distribution","202303","2023 March","153","Shannon, Co. Clare","Number","1"
"ROA38C01","Driving Tester Distribution","202303","2023 March","154","Skibbereen, Co. Cork","Number","1"
"ROA38C01","Driving Tester Distribution","202303","2023 March","155","Sligo, Co. Sligo","Number","3"
"ROA38C01","Driving Tester Distribution","202303","2023 March","156","Tallaght, Co. Dublin","Number","11"
"ROA38C01","Driving Tester Distribution","202303","2023 March","157","Thurles, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202303","2023 March","158","Tipperary, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202303","2023 March","159","Tralee, Co. Kerry","Number","3"
"ROA38C01","Driving Tester Distribution","202303","2023 March","160","Tralee (HGV's), Co. Kerry","Number","0"
"ROA38C01","Driving Tester Distribution","202303","2023 March","161","Tuam, Co. Galway","Number","2"
"ROA38C01","Driving Tester Distribution","202303","2023 March","162","Tullamore, Co. Offaly","Number","2"
"ROA38C01","Driving Tester Distribution","202303","2023 March","163","Waterford, Co. Waterford","Number","5"
"ROA38C01","Driving Tester Distribution","202303","2023 March","164","Wexford, Co. Wexford","Number","2"
"ROA38C01","Driving Tester Distribution","202303","2023 March","165","Wicklow, Co. Wicklow","Number","2"
"ROA38C01","Driving Tester Distribution","202303","2023 March","166","Portlaoise (Maldron Hotel), Co. Laois","Number",""
"ROA38C01","Driving Tester Distribution","202304","2023 April","-","All driving test centres","Number","144"
"ROA38C01","Driving Tester Distribution","202304","2023 April","100","Athlone, Co. Westmeath","Number","3"
"ROA38C01","Driving Tester Distribution","202304","2023 April","101","Ballina, Co. Mayo","Number","1"
"ROA38C01","Driving Tester Distribution","202304","2023 April","102","Birr, Co. Offaly","Number","1"
"ROA38C01","Driving Tester Distribution","202304","2023 April","103","Birr (County Arms Hotel), Co. Offaly","Number","0"
"ROA38C01","Driving Tester Distribution","202304","2023 April","104","Buncrana, Co. Donegal","Number","0"
"ROA38C01","Driving Tester Distribution","202304","2023 April","105","Carlow, Co. Carlow","Number","0"
"ROA38C01","Driving Tester Distribution","202304","2023 April","106","Carlow Talbot Hotel, Co. Carlow","Number","3"
"ROA38C01","Driving Tester Distribution","202304","2023 April","107","Carrick On Shannon, Co. Leitrim","Number","1"
"ROA38C01","Driving Tester Distribution","202304","2023 April","108","Castlebar, Co. Mayo","Number","3"
"ROA38C01","Driving Tester Distribution","202304","2023 April","109","Cavan, Co. Cavan","Number","2"
"ROA38C01","Driving Tester Distribution","202304","2023 April","110","Charlestown (Dublin), Co. Dublin","Number","0"
"ROA38C01","Driving Tester Distribution","202304","2023 April","111","Clifden, Co. Galway","Number","0"
"ROA38C01","Driving Tester Distribution","202304","2023 April","112","Clonmel, Co. Tipperary","Number","2"
"ROA38C01","Driving Tester Distribution","202304","2023 April","113","Cork (Ballincollig), Co. Cork","Number","0"
"ROA38C01","Driving Tester Distribution","202304","2023 April","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Number","0"
"ROA38C01","Driving Tester Distribution","202304","2023 April","115","Cork (Wilton), Co. Cork","Number","11"
"ROA38C01","Driving Tester Distribution","202304","2023 April","116","Donegal, Co. Donegal","Number","1"
"ROA38C01","Driving Tester Distribution","202304","2023 April","117","Drogheda, Co. Louth","Number","0"
"ROA38C01","Driving Tester Distribution","202304","2023 April","118","Dun Laoghaire / Deansgrange, Co. Dublin","Number","5"
"ROA38C01","Driving Tester Distribution","202304","2023 April","119","Dundalk, Co. Louth","Number","6"
"ROA38C01","Driving Tester Distribution","202304","2023 April","120","Dungarvan, Co. Waterford","Number","1"
"ROA38C01","Driving Tester Distribution","202304","2023 April","121","Ennis, Co. Clare","Number","2"
"ROA38C01","Driving Tester Distribution","202304","2023 April","122","Finglas, Co. Dublin","Number","12"
"ROA38C01","Driving Tester Distribution","202304","2023 April","123","Galway (Carnmore), Co. Galway","Number","1"
"ROA38C01","Driving Tester Distribution","202304","2023 April","124","Galway (Westside), Co. Galway","Number","3"
"ROA38C01","Driving Tester Distribution","202304","2023 April","125","Gorey, Co. Wexford","Number","2"
"ROA38C01","Driving Tester Distribution","202304","2023 April","126","Kilkenny (Govt Buildings), Co. Kilkenny","Number","2"
"ROA38C01","Driving Tester Distribution","202304","2023 April","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Number","0"
"ROA38C01","Driving Tester Distribution","202304","2023 April","128","Killarney, Co. Kerry","Number","2"
"ROA38C01","Driving Tester Distribution","202304","2023 April","129","Killester, Co. Dublin","Number","1"
"ROA38C01","Driving Tester Distribution","202304","2023 April","130","Kilrush, Co. Clare","Number","0"
"ROA38C01","Driving Tester Distribution","202304","2023 April","131","Letterkenny, Co. Donegal","Number","3"
"ROA38C01","Driving Tester Distribution","202304","2023 April","132","Limerick - Castlemungret, Co. Limerick","Number","4"
"ROA38C01","Driving Tester Distribution","202304","2023 April","133","Limerick - Woodview, Co. Limerick","Number","1"
"ROA38C01","Driving Tester Distribution","202304","2023 April","134","Limerick (Roxboro), Co. Limerick","Number","0"
"ROA38C01","Driving Tester Distribution","202304","2023 April","135","Longford, Co. Longford","Number","1"
"ROA38C01","Driving Tester Distribution","202304","2023 April","136","Loughrea, Co. Galway","Number","3"
"ROA38C01","Driving Tester Distribution","202304","2023 April","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Number","0"
"ROA38C01","Driving Tester Distribution","202304","2023 April","138","Mallow, Co. Cork","Number","0"
"ROA38C01","Driving Tester Distribution","202304","2023 April","139","Mallow (Cork Racecourse Mallow), Co. Cork","Number","3"
"ROA38C01","Driving Tester Distribution","202304","2023 April","140","Monaghan, Co. Monaghan","Number","1"
"ROA38C01","Driving Tester Distribution","202304","2023 April","141","Mulhuddart, Co. Dublin","Number","3"
"ROA38C01","Driving Tester Distribution","202304","2023 April","142","Mulhuddart (Carlton Hotel), Co. Dublin","Number","0"
"ROA38C01","Driving Tester Distribution","202304","2023 April","143","Mulhuddart Maple House, Co. Dublin","Number","0"
"ROA38C01","Driving Tester Distribution","202304","2023 April","144","Mullingar, Co. Westmeath","Number","3"
"ROA38C01","Driving Tester Distribution","202304","2023 April","145","Naas, Co. Kildare","Number","8"
"ROA38C01","Driving Tester Distribution","202304","2023 April","146","Navan, Co. Meath","Number","5"
"ROA38C01","Driving Tester Distribution","202304","2023 April","147","Nenagh, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202304","2023 April","148","Newcastle West, Co. Limerick","Number","1"
"ROA38C01","Driving Tester Distribution","202304","2023 April","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Number","0"
"ROA38C01","Driving Tester Distribution","202304","2023 April","150","Portlaoise, Co. Laois","Number","3"
"ROA38C01","Driving Tester Distribution","202304","2023 April","151","Raheny, Co. Dublin","Number","6"
"ROA38C01","Driving Tester Distribution","202304","2023 April","152","Roscommon, Co. Roscommon","Number","2"
"ROA38C01","Driving Tester Distribution","202304","2023 April","153","Shannon, Co. Clare","Number","0"
"ROA38C01","Driving Tester Distribution","202304","2023 April","154","Skibbereen, Co. Cork","Number","1"
"ROA38C01","Driving Tester Distribution","202304","2023 April","155","Sligo, Co. Sligo","Number","3"
"ROA38C01","Driving Tester Distribution","202304","2023 April","156","Tallaght, Co. Dublin","Number","11"
"ROA38C01","Driving Tester Distribution","202304","2023 April","157","Thurles, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202304","2023 April","158","Tipperary, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202304","2023 April","159","Tralee, Co. Kerry","Number","2"
"ROA38C01","Driving Tester Distribution","202304","2023 April","160","Tralee (HGV's), Co. Kerry","Number","0"
"ROA38C01","Driving Tester Distribution","202304","2023 April","161","Tuam, Co. Galway","Number","2"
"ROA38C01","Driving Tester Distribution","202304","2023 April","162","Tullamore, Co. Offaly","Number","2"
"ROA38C01","Driving Tester Distribution","202304","2023 April","163","Waterford, Co. Waterford","Number","4"
"ROA38C01","Driving Tester Distribution","202304","2023 April","164","Wexford, Co. Wexford","Number","2"
"ROA38C01","Driving Tester Distribution","202304","2023 April","165","Wicklow, Co. Wicklow","Number","2"
"ROA38C01","Driving Tester Distribution","202304","2023 April","166","Portlaoise (Maldron Hotel), Co. Laois","Number",""
